rate,period,rate_type,exchanges_included,base_asset,calc_window,partition_size,start_time,end_time
KK_RFR_ZECUSD_LDN,Q22020,index_fixing,"bfnx,bnus,btrx,gmni,krkn",zec,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ZECUSD_LDNLF,Q22020,index_fixing,"bfnx,bnus,btrx,gmni,krkn",zec,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ZECUSD_NYC,Q22020,index_fixing,"bfnx,bnus,btrx,gmni,krkn",zec,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ZECUSD_SGP,Q22020,index_fixing,"bfnx,bnus,btrx,gmni,krkn",zec,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ZENUSD,Q22020,real_time,btrx,zen,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ZENUSD_LDN,Q22020,index_fixing,btrx,zen,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ZENUSD_NYC,Q22020,index_fixing,btrx,zen,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ZENUSD_SGP,Q22020,index_fixing,btrx,zen,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ZILUSD,Q22020,real_time,"bfnx,bnus",zil,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ZILUSD_LDN,Q22020,index_fixing,"bfnx,bnus",zil,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ZILUSD_LDNLF,Q22020,index_fixing,"bfnx,bnus",zil,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ZILUSD_NYC,Q22020,index_fixing,"bfnx,bnus",zil,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ZILUSD_SGP,Q22020,index_fixing,"bfnx,bnus",zil,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ZRXUSD,Q22020,real_time,"bfnx,bnus,cbse",zrx,300,30,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ZRXUSD_LDN,Q22020,index_fixing,"bfnx,bnus,cbse",zrx,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ZRXUSD_LDNLF,Q22020,index_fixing,"bfnx,bnus,cbse",zrx,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ZRXUSD_NYC,Q22020,index_fixing,"bfnx,bnus,cbse",zrx,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
KK_RFR_ZRXUSD_SGP,Q22020,index_fixing,"bfnx,bnus,cbse",zrx,3600,360,2020-06-22 22:30:00+00:00,2020-09-21 22:30:00+00:00
