period,rate_type,exchanges_included,base_asset,calc_window,partition_size,start_time,end_time
Q12024,real_time,"binc,hitb,huob,okex,polo",aave,6,3,2024-03-18 21:36:40+00:00,2024-05-31 21:10:05+00:00
Q12024,real_time,"binc,huob,mexc,okex,polo",ada,6,3,2024-03-18 21:36:40+00:00,2024-05-31 21:10:05+00:00
Q12024,real_time,"bbsp,binc,huob,kcon,mexc",algo,6,3,2024-03-18 21:36:40+00:00,2024-05-31 21:10:05+00:00
Q12024,real_time,"bbsp,binc,huob,mexc",ape,6,3,2024-03-18 21:36:40+00:00,2024-05-31 21:10:05+00:00
Q12024,real_time,"bbsp,binc,huob,mexc,polo",apt,6,3,2024-03-18 21:36:40+00:00,2024-05-31 21:10:05+00:00
Q12024,real_time,"binc,huob,mexc,okex,polo",arb,6,3,2024-03-18 21:36:40+00:00,2024-05-31 21:10:05+00:00
Q12024,real_time,"binc,huob,mexc,polo",atom,6,3,2024-03-18 21:36:40+00:00,2024-05-31 21:10:05+00:00
Q12024,real_time,"binc,huob,okex,polo",avax,6,3,2024-03-18 21:36:40+00:00,2024-05-31 21:10:05+00:00
Q12024,real_time,"binc,huob,okex,polo",bch,6,3,2024-03-18 21:36:40+00:00,2024-05-31 21:10:05+00:00
Q12024,real_time,"bbsp,binc,mexc,okex",btc,6,3,2024-03-18 21:36:40+00:00,2024-05-31 21:10:05+00:00
Q12024,real_time,"binc,hitb,huob,kcon,okex",chz,6,3,2024-03-18 21:36:40+00:00,2024-05-31 21:10:05+00:00
Q12024,real_time,"bbsp,binc,hitb,huob,okex",crv,6,3,2024-03-18 21:36:40+00:00,2024-05-31 21:10:05+00:00
Q12024,real_time,"binc,huob,okex,polo",doge,6,3,2024-03-18 21:36:40+00:00,2024-05-31 21:10:05+00:00
Q12024,real_time,"bbsp,binc,huob,mexc,polo",dot,6,3,2024-03-18 21:36:40+00:00,2024-05-31 21:10:05+00:00
Q12024,real_time,"binc,huob,okex,polo",eos,6,3,2024-03-18 21:36:40+00:00,2024-05-31 21:10:05+00:00
