period,rate_type,exchanges_included,base_asset,calc_window,partition_size,start_time,end_time
Q12020,real_time,"cbse,krkn,stmp",btc,60,6,2020-03-23 22:30:00+00:00,2020-06-22 22:30:00+00:00
Q12020,index_fixing,"cbse,krkn,stmp",btc,300,30,2020-03-23 22:30:00+00:00,2020-06-22 22:30:00+00:00
Q12020,index_fixing,"cbse,krkn,stmp",btc,300,30,2020-03-23 22:30:00+00:00,2020-06-22 22:30:00+00:00
Q12020,real_time,"cbse,krkn,stmp",eth,60,6,2020-03-23 22:30:00+00:00,2020-06-22 22:30:00+00:00
Q12020,index_fixing,"cbse,krkn,stmp",eth,300,30,2020-03-23 22:30:00+00:00,2020-06-22 22:30:00+00:00
Q12020,index_fixing,"cbse,krkn,stmp",eth,300,30,2020-03-23 22:30:00+00:00,2020-06-22 22:30:00+00:00
Q12020,real_time,"binc,cbse,cnex,hitb,polo",btc,300,30,2020-03-23 22:30:00+00:00,2020-06-22 22:30:00+00:00
Q12020,real_time,"bbox,bequ,bfrx,binc,huob",btc,300,30,2020-03-23 22:30:00+00:00,2020-06-22 22:30:00+00:00
Q12020,real_time,"binc,cbse,cnex,polo",eth,300,30,2020-03-23 22:30:00+00:00,2020-06-22 22:30:00+00:00
Q12020,real_time,"bbox,bcex,bfrx,exxa,huob",eth,300,30,2020-03-23 22:30:00+00:00,2020-06-22 22:30:00+00:00
Q12020,real_time,"btrx,cexi,krkn",ada,300,30,2020-03-23 22:30:00+00:00,2020-06-22 22:30:00+00:00
Q12020,index_fixing,"btrx,cexi,krkn",ada,900,90,2020-03-23 22:30:00+00:00,2020-06-22 22:30:00+00:00
Q12020,index_fixing,"btrx,cexi,krkn",ada,1800,180,2020-03-23 22:30:00+00:00,2020-06-22 22:30:00+00:00
Q12020,index_fixing,"btrx,cexi,krkn",ada,1800,180,2020-03-23 22:30:00+00:00,2020-06-22 22:30:00+00:00
Q12020,real_time,"btrx,cexi,krkn",bat,300,30,2020-03-23 22:30:00+00:00,2020-06-22 22:30:00+00:00
Q12020,index_fixing,"btrx,cexi,krkn",bat,3600,360,2020-03-23 22:30:00+00:00,2020-06-22 22:30:00+00:00
Q12020,index_fixing,"btrx,cexi,krkn",bat,3600,360,2020-03-23 22:30:00+00:00,2020-06-22 22:30:00+00:00
Q12020,index_fixing,"btrx,cexi,krkn",bat,3600,360,2020-03-23 22:30:00+00:00,2020-06-22 22:30:00+00:00
