period,rate_type,exchanges_included,base_asset,calc_window,partition_size,start_time,end_time
Q22017,real_time,"cbse,krkn,quon,stmp",btc,120,12,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"cbse,krkn,quon,stmp",btc,300,30,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"cbse,krkn,quon,stmp",btc,300,30,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,real_time,polo,btc,300,30,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,real_time,polo,eth,300,30,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,real_time,"cbse,krkn,quon,stmp",btc,120,12,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,real_time,"cbse,krkn,quon,stmp",btc,120,12,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,real_time,"cbse,gmni,itbi,okcn,stmp",btc,15,3,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"cbse,gmni,itbi,okcn,stmp",btc,300,30,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,real_time,"cbse,gmni,itbi,okcn,stmp",btc,15,3,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"cbse,gmni,itbi,okcn,stmp",btc,300,30,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"cbse,gmni,itbi,okcn,stmp",btc,300,30,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"cbse,gmni,itbi,okcn,stmp",btc,300,30,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,real_time,"cbse,gmni,krkn",eth,300,30,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"cbse,gmni,krkn",eth,300,30,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"cbse,gmni,krkn",eth,600,60,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"cbse,gmni,krkn",eth,600,60,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"cbse,gmni,krkn",eth,1200,120,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,real_time,"cbse,krkn,okcn",ltc,60,6,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"cbse,krkn,okcn",ltc,300,30,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"cbse,krkn,okcn",ltc,300,30,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"cbse,krkn,okcn",ltc,300,30,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,real_time,"bfnx,cbse,gmni,stmp,wexn",btc,300,30,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,real_time,"bfnx,cbse,gmni,stmp,wexn",btc,300,30,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"bfnx,cbse,gmni,stmp,wexn",btc,3600,360,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"bfnx,cbse,gmni,stmp,wexn",btc,3600,360,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"bfnx,cbse,gmni,stmp,wexn",btc,3600,360,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"bfnx,cbse,quon,stmp,wexn",btc,3600,360,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,real_time,krkn,dash,300,30,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,krkn,dash,3600,360,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,krkn,dash,3600,360,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,krkn,dash,3600,360,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,krkn,dash,3600,360,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,real_time,"bfnx,krkn",etc,300,30,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"bfnx,krkn",etc,3600,360,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"bfnx,krkn",etc,3600,360,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"bfnx,krkn",etc,3600,360,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"bfnx,krkn",etc,3600,360,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,real_time,"bfnx,cbse,gmni,krkn,wexn",eth,300,30,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,real_time,"bfnx,cbse,gmni,krkn,wexn",eth,300,30,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"bfnx,cbse,gmni,krkn,wexn",eth,3600,360,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
Q22017,index_fixing,"bfnx,cbse,gmni,krkn,wexn",eth,3600,360,2017-06-19 22:30:00+00:00,2017-09-18 22:30:00+00:00
