period,rate_type,exchanges_included,base_asset,calc_window,partition_size,start_time,end_time
Q32024,real_time,"bgsp,binc,hitb,huob,polo",aave,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,huob,mexc,polo",ada,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"binc,gate,huob,okex",aevo,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"binc,gate,huob,mexc,okex",algo,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,gate,huob,mexc",ape,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"binc,huob,mexc,okex,polo",apt,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,huob,mexc,polo",arb,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,huob,okex,polo",atom,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgon,bgsp,binc,huob,polo",avax,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgon,binc,huob,okex,polo",bch,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgon,binc,huob,mexc,okex",btc,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,gate,huob,okex",chz,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"binc,gate,hitb,huob,okex",crv,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgon,binc,huob,okex,polo",doge,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,huob,okex,polo",dot,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"binc,gate,mexc",edu,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgon,bgsp,binc,huob,polo",eos,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,gate,huob,polo",etc,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"binc,gate,huob,mexc,okex",ethfi,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,mexc,okex,polo",eth,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,binc,fdusd,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,huob,mexc,okex",fil,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,gate,huob,mexc",ftm,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,hitb,huob,okex",gala,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,hitb,huob,polo",grt,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"binc,gate,huob,mexc,okex",hbar,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,gate,mexc,polo",icp,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,gate,huob,polo",link,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,huob,mexc,okex",lrc,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgon,binc,huob,okex,polo",ltc,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,huob,okex,polo",mana,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"binc,huob,mexc,okex,polo",matic,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,gate,huob,mexc,polo",mocacoin,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,huob,mexc,polo",near,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,gate,huob,mexc,okex",ondo,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,huob,okex,polo",op,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgon,binc,gate,huob,okex",ordi,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,mexc",paxg,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"binc,gate,huob,mexc,okex",pepe,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"binc,hitb,huob,mexc,okex",pol,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,huob,mexc,okex",pyth,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"cbse,krkn",pyusd,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,huob,okex,polo",sand,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,cnex,okex,polo",shib,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,huob,okex,polo",sol,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,gate,mexc,okex",stx,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,huob,okex,polo",sui,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgon,bgsp,binc,hitb,huob",sushi,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgon,bgsp,huob,mexc,okex",ton,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,huob,okex,polo",trx,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bequ,bgsp,binc,huob,polo",uni,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bfnx,gmni,krkn,stmp",usdc,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"binc,mexc,okex",usdc,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bfnx,cbse,krkn,stmp",usdt,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"mexc,gate",weeth,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,gate,huob,mexc",wif,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,huob,okex,polo",wld,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bequ,bgsp,binc,huob,mexc",xlm,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgon,binc,huob,okex,polo",xrp,6,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,index_fixing,"cbse,gmni,krkn,lmax,stmp",btc,3600,360,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,index_fixing,"cbse,gmni,krkn,lmax,stmp",eth,3600,360,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"lmax,stmp,itbi",sol,3600,360,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,index_fixing,"lmax,stmp,itbi",btc,3600,360,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"lmax,stmp,itbi",btc,10,1,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,index_fixing,"lmax,stmp,itbi",eth,3600,360,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"lmax,stmp,itbi",eth,10,1,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"binc,cbse,krkn,lmax,stmp",btc,15,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,index_fixing,"binc,cbse,krkn,lmax,stmp",btc,300,30,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,index_fixing,"binc,cbse,krkn,lmax,stmp",btc,300,30,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"binc,cbse,krkn,stmp",eth,15,3,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,index_fixing,"binc,cbse,krkn,stmp",eth,300,30,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,index_fixing,"binc,cbse,krkn,stmp",eth,300,30,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"binc,bull,okex",avax,300,30,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,huob,okex,polo",avax,300,30,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
Q32024,real_time,"bgsp,binc,bull,mexc,okex",bch,300,30,2024-09-23 22:09:30+00:00,2024-12-06 12:07:57.014000+00:00
