period,rate_type,exchanges_included,base_asset,calc_window,partition_size,start_time,end_time
Q32010,real_time,mtgx,btc,300,30,2010-09-20 22:30:00+00:00,2010-12-20 22:30:00+00:00
Q32010,real_time,mtgx,btc,300,30,2010-09-20 22:30:00+00:00,2010-12-20 22:30:00+00:00
Q32010,index_fixing,mtgx,btc,3600,360,2010-09-20 22:30:00+00:00,2010-12-20 22:30:00+00:00
Q32010,index_fixing,mtgx,btc,3600,360,2010-09-20 22:30:00+00:00,2010-12-20 22:30:00+00:00
Q32010,index_fixing,mtgx,btc,3600,360,2010-09-20 22:30:00+00:00,2010-12-20 22:30:00+00:00
Q32010,index_fixing,mtgx,btc,3600,360,2010-09-20 22:30:00+00:00,2010-12-20 22:30:00+00:00
